# Mass   time       Teff     L/Ls     g       R/Rs    Log(Li/Li0)   logTc   logROc    Mrad     Rrad      k2conv   k2rad     
  0.3    5.690044   3460.0   -0.199   3.224   2.215   0.0           6.042   -0.6068   0.0      0.0       0.4406   0.0       
  0.3    5.699902   3460.0   -0.204   3.229   2.203   0.0           6.044   -0.6003   0.0      0.0       0.4407   0.0       
  0.3    5.711014   3460.0   -0.21    3.234   2.189   0.0           6.047   -0.5924   0.0      0.0       0.4409   0.0       
  0.3    5.719064   3459.0   -0.214   3.238   2.178   0.0           6.049   -0.5863   0.0      0.0       0.441    0.0       
  0.3    5.729945   3459.0   -0.22    3.245   2.163   0.0           6.052   -0.5775   0.0      0.0       0.4411   0.0       
  0.3    5.739606   3459.0   -0.227   3.251   2.148   0.0           6.055   -0.569    0.0      0.0       0.4412   0.0       
  0.3    5.749596   3458.0   -0.233   3.257   2.132   0.0           6.058   -0.5596   0.0      0.0       0.4414   0.0       
  0.3    5.759616   3457.0   -0.241   3.264   2.114   0.0           6.061   -0.5494   0.0      0.0       0.4416   0.0       
  0.3    5.769447   3457.0   -0.249   3.272   2.096   0.0           6.065   -0.5387   0.0      0.0       0.4417   0.0       
  0.3    5.779814   3456.0   -0.257   3.28    2.076   0.0           6.069   -0.5266   0.0      0.0       0.4419   0.0       
  0.3    5.789506   3455.0   -0.266   3.289   2.056   0.0           6.073   -0.5145   0.0      0.0       0.4421   0.0       
  0.3    5.799178   3455.0   -0.275   3.297   2.035   0.0           6.077   -0.5018   0.0      0.0       0.4423   0.0       
  0.3    5.809137   3454.0   -0.285   3.307   2.013   0.0           6.082   -0.4882   0.0      0.0       0.4425   0.0       
  0.3    5.819005   3453.0   -0.295   3.317   1.991   0.0           6.086   -0.4741   0.0      0.0       0.4427   0.0       
  0.3    5.829322   3452.0   -0.306   3.327   1.967   0.0           6.091   -0.4592   0.0      0.0       0.4429   0.0       
  0.3    5.839996   3451.0   -0.318   3.338   1.943   0.0           6.096   -0.4435   0.0      0.0       0.4432   0.0       
  0.3    5.850712   3450.0   -0.329   3.349   1.919   0.0           6.102   -0.428    0.0      0.0       0.4434   0.0       
  0.3    5.863175   3448.0   -0.342   3.361   1.891   0.0           6.107   -0.4101   0.0      0.0       0.4436   0.0       
  0.3    5.87274    3447.0   -0.352   3.37    1.871   0.0           6.112   -0.3966   0.0      0.0       0.4438   0.0       
  0.3    5.882398   3446.0   -0.362   3.38    1.851   0.0           6.116   -0.3831   0.0      0.0       0.444    0.0       
  0.3    5.892146   3445.0   -0.372   3.389   1.831   0.0           6.121   -0.3696   0.0      0.0       0.4442   0.0       
  0.3    5.901989   3443.0   -0.382   3.399   1.812   0.0           6.125   -0.3561   0.0      0.0       0.4444   0.0       
  0.3    5.911923   3442.0   -0.392   3.408   1.792   0.0           6.13    -0.3425   0.0      0.0       0.4445   0.0       
  0.3    5.921954   3440.0   -0.402   3.417   1.773   0.0           6.134   -0.3291   0.0      0.0       0.4447   0.0       
  0.3    5.932079   3439.0   -0.412   3.427   1.754   0.0           6.139   -0.3156   0.0      0.0       0.4449   0.0       
  0.3    5.942298   3437.0   -0.423   3.436   1.735   0.0           6.143   -0.3021   0.0      0.0       0.4451   0.0       
  0.3    5.952612   3436.0   -0.433   3.445   1.717   0.0           6.148   -0.2886   0.0      0.0       0.4452   0.0       
  0.3    5.963023   3434.0   -0.443   3.455   1.698   0.0           6.152   -0.2752   0.0      0.0       0.4454   0.0       
  0.3    5.973531   3432.0   -0.453   3.464   1.68    0.0           6.157   -0.2618   0.0      0.0       0.4456   0.0       
  0.3    5.984133   3431.0   -0.463   3.473   1.662   0.0           6.161   -0.2484   0.0      0.0       0.4458   0.0       
  0.3    5.989471   3430.0   -0.469   3.478   1.653   0.0           6.163   -0.2417   0.0      0.0       0.4459   0.0       
  0.3    6.000221   3428.0   -0.479   3.487   1.636   0.0           6.168   -0.2284   0.0      0.0       0.4461   0.0       
  0.3    6.011067   3426.0   -0.489   3.497   1.618   0.0           6.172   -0.215    0.0      0.0       0.4462   0.0       
  0.3    6.022012   3426.0   -0.498   3.506   1.601   0.0           6.176   -0.2016   0.0      0.0       0.4464   0.0       
  0.3    6.033021   3427.0   -0.507   3.515   1.584   0.0           6.181   -0.1883   0.0      0.0       0.4466   0.0       
  0.3    6.044093   3428.0   -0.516   3.525   1.567   0.0           6.185   -0.1749   0.0      0.0       0.4467   0.0       
  0.3    6.049648   3428.0   -0.52    3.529   1.559   0.0           6.187   -0.1682   0.0      0.0       0.4468   0.0       
  0.3    6.060819   3429.0   -0.529   3.539   1.542   0.0           6.192   -0.1548   0.0      0.0       0.447    0.0       
  0.3    6.072048   3430.0   -0.538   3.548   1.525   0.0           6.196   -0.1414   0.0      0.0       0.4472   0.0       
