# Mass   time       Teff     L/Ls     g       R/Rs    Log(Li/Li0)   logTc   logROc    Mrad     Rrad      k2conv   k2rad     
  0.9    5.69271    4315.0   0.436    3.449   2.96    0.0           6.377   -0.5246   0.0      0.0       0.4477   0.0       
  0.9    5.699402   4315.0   0.432    3.454   2.944   0.0           6.379   -0.5176   0.0      0.0       0.4477   0.0       
  0.9    5.712818   4314.0   0.422    3.464   2.912   0.0           6.384   -0.5035   0.0      0.0       0.4478   0.0       
  0.9    5.719543   4314.0   0.417    3.468   2.896   0.0           6.386   -0.4965   0.0      0.0       0.4479   0.0       
  0.9    5.733023   4313.0   0.407    3.478   2.864   0.0           6.391   -0.4825   0.0      0.0       0.448    0.0       
  0.9    5.739781   4313.0   0.402    3.483   2.848   0.0           6.393   -0.4754   0.0      0.0       0.448    0.0       
  0.9    5.753321   4312.0   0.392    3.492   2.817   0.0           6.398   -0.4614   0.0      0.0       0.4481   0.0       
  0.9    5.760107   4311.0   0.387    3.497   2.801   0.0           6.4     -0.4543   0.0      0.0       0.4482   0.0       
  0.9    5.773706   4310.0   0.377    3.507   2.771   0.0           6.405   -0.4403   0.0      0.0       0.4483   0.0       
  0.9    5.78052    4310.0   0.372    3.511   2.755   0.0           6.407   -0.4333   0.0      0.0       0.4483   0.0       
  0.9    5.794175   4309.0   0.362    3.521   2.725   0.0           6.412   -0.4192   0.0      0.0       0.4484   0.0       
  0.9    5.801016   4308.0   0.357    3.526   2.71    0.0           6.414   -0.4122   0.0      0.0       0.4485   0.0       
  0.9    5.814723   4307.0   0.347    3.535   2.68    0.0           6.419   -0.3981   0.0      0.0       0.4486   0.0       
  0.9    5.82159    4306.0   0.342    3.54    2.666   0.0           6.421   -0.3911   0.0      0.0       0.4486   0.0       
  0.9    5.835347   4305.0   0.332    3.55    2.636   0.0           6.426   -0.3771   0.0      0.0       0.4487   0.0       
  0.9    5.842238   4305.0   0.327    3.555   2.622   0.0           6.428   -0.37     0.0      0.0       0.4487   0.0       
  0.9    5.849136   4304.0   0.322    3.559   2.608   0.0           6.43    -0.363    0.0      0.0       0.4488   0.0       
  0.9    5.862956   4303.0   0.312    3.569   2.579   0.0           6.435   -0.349    0.0      0.0       0.4489   0.0       
  0.9    5.869878   4302.0   0.307    3.574   2.565   0.0           6.437   -0.3419   0.0      0.0       0.4489   0.0       
  0.9    5.883745   4301.0   0.297    3.583   2.537   0.0           6.442   -0.3279   0.0      0.0       0.449    0.0       
  0.9    5.890689   4300.0   0.291    3.588   2.523   0.0           6.444   -0.3208   0.0      0.0       0.4491   0.0       
  0.9    5.904601   4299.0   0.281    3.598   2.495   0.0           6.449   -0.3067   0.0      0.0       0.4492   0.0       
  0.9    5.911568   4298.0   0.276    3.602   2.481   0.0           6.451   -0.2997   0.0      0.0       0.4492   0.0       
  0.9    5.925524   4297.0   0.266    3.612   2.454   0.0           6.456   -0.2856   0.0      0.0       0.4493   0.0       
  0.9    5.932512   4296.0   0.261    3.617   2.441   0.0           6.458   -0.2786   0.0      0.0       0.4494   0.0       
  0.9    5.939508   4296.0   0.256    3.622   2.427   0.0           6.46    -0.2715   0.0      0.0       0.4494   0.0       
  0.9    5.953523   4294.0   0.246    3.631   2.4     0.0           6.465   -0.2574   0.0      0.0       0.4495   0.0       
  0.9    5.960541   4294.0   0.241    3.636   2.387   0.0           6.467   -0.2504   0.0      0.0       0.4495   0.0       
  0.9    5.974601   4292.0   0.231    3.646   2.361   0.0           6.472   -0.2362   0.0      0.0       0.4496   0.0       
  0.9    5.981641   4292.0   0.226    3.65    2.348   0.0           6.474   -0.2292   0.0      0.0       0.4497   0.0       
  0.9    5.995745   4290.0   0.216    3.66    2.322   0.0           6.479   -0.215    0.0      0.0       0.4498   0.0       
  0.9    6.002805   4290.0   0.211    3.665   2.31    0.0           6.481   -0.2079   0.0      0.0       0.4498   0.0       
  0.9    6.009876   4289.0   0.205    3.67    2.297   0.0           6.484   -0.2009   0.0      0.0       0.4498   0.0       
  0.9    6.024034   4288.0   0.195    3.679   2.272   0.0           6.488   -0.1867   0.0      0.0       0.4499   0.0       
  0.9    6.031122   4287.0   0.19     3.684   2.259   0.0           6.491   -0.1796   0.0      0.0       0.45     0.0       
  0.9    6.045319   4286.0   0.18     3.693   2.234   0.0           6.495   -0.1655   0.0      0.0       0.45     0.0       
  0.9    6.052425   4285.0   0.175    3.698   2.222   0.0           6.498   -0.1584   0.0      0.0       0.4501   0.0       
  0.9    6.059541   4284.0   0.17     3.703   2.21    0.0           6.5     -0.1513   0.0      0.0       0.4501   0.0       
  0.9    6.073784   4283.0   0.16     3.713   2.186   0.0           6.505   -0.1372   0.0      0.0       0.4502   0.0       
  0.9    6.080915   4282.0   0.155    3.717   2.174   0.0           6.507   -0.1301   0.0      0.0       0.4502   0.0       
  0.9    6.095194   4281.0   0.145    3.727   2.15    0.0           6.512   -0.1159   0.0      0.0       0.4503   0.0       
  0.9    6.102341   4280.0   0.14     3.732   2.138   0.0           6.514   -0.1088   0.0      0.0       0.4503   0.0       
  0.9    6.109491   4279.0   0.135    3.737   2.126   0.0           6.516   -0.1018   0.0      0.0       0.4503   0.0       
  0.9    6.123809   4278.0   0.124    3.746   2.103   -4.0E-4       6.521   -0.0876   0.0      0.0       0.4504   0.0       
  0.9    6.130973   4277.0   0.119    3.751   2.092   -4.0E-4       6.523   -0.0805   0.0      0.0       0.4505   0.0       
  0.9    6.145318   4276.0   0.109    3.76    2.069   -4.0E-4       6.528   -0.0664   0.0      0.0       0.4505   0.0       
  0.9    6.152493   4275.0   0.104    3.765   2.057   -4.0E-4       6.53    -0.0593   0.0      0.0       0.4506   0.0       
  0.9    6.159672   4274.0   0.099    3.77    2.046   -4.0E-4       6.533   -0.0522   0.0      0.0       0.4506   0.0       
  0.9    6.174042   4273.0   0.089    3.78    2.024   -4.0E-4       6.537   -0.0381   0.0      0.0       0.4506   0.0       
  0.9    6.181232   4272.0   0.084    3.784   2.012   -4.0E-4       6.54    -0.031    0.0      0.0       0.4507   0.0       
