# Mass   time       Teff     L/Ls     g       R/Rs    Log(Li/Li0)   logTc   logROc    Mrad     Rrad      k2conv   k2rad     
  0.5    5.694573   3849.0   0.076    3.355   2.458   0.0           6.209   -0.5319   0.0      0.0       0.445    0.0       
  0.5    5.700334   3848.0   0.071    3.36    2.444   0.0           6.211   -0.525    0.0      0.0       0.4451   0.0       
  0.5    5.711924   3846.0   0.061    3.37    2.418   0.0           6.216   -0.511    0.0      0.0       0.4452   0.0       
  0.5    5.723599   3845.0   0.05     3.379   2.391   0.0           6.221   -0.4971   0.0      0.0       0.4454   0.0       
  0.5    5.72947    3844.0   0.045    3.384   2.378   0.0           6.223   -0.4902   0.0      0.0       0.4455   0.0       
  0.5    5.741272   3842.0   0.035    3.394   2.352   0.0           6.227   -0.4763   0.0      0.0       0.4456   0.0       
  0.5    5.753158   3841.0   0.025    3.403   2.326   0.0           6.232   -0.4624   0.0      0.0       0.4458   0.0       
  0.5    5.75913    3840.0   0.02     3.408   2.313   0.0           6.234   -0.4554   0.0      0.0       0.4458   0.0       
  0.5    5.771133   3838.0   0.009    3.418   2.288   0.0           6.239   -0.4415   0.0      0.0       0.446    0.0       
  0.5    5.783212   3836.0   -0.001   3.427   2.263   0.0           6.244   -0.4276   0.0      0.0       0.4461   0.0       
  0.5    5.789277   3835.0   -0.006   3.432   2.251   0.0           6.246   -0.4207   0.0      0.0       0.4462   0.0       
  0.5    5.801463   3833.0   -0.017   3.441   2.226   0.0           6.25    -0.4068   0.0      0.0       0.4463   0.0       
  0.5    5.813718   3832.0   -0.027   3.451   2.202   0.0           6.255   -0.393    0.0      0.0       0.4465   0.0       
  0.5    5.81987    3830.0   -0.032   3.456   2.19    0.0           6.257   -0.3861   0.0      0.0       0.4465   0.0       
  0.5    5.832225   3828.0   -0.043   3.465   2.166   0.0           6.262   -0.3722   0.0      0.0       0.4467   0.0       
  0.5    5.844642   3826.0   -0.053   3.475   2.142   0.0           6.266   -0.3583   0.0      0.0       0.4468   0.0       
  0.5    5.850876   3825.0   -0.059   3.479   2.131   0.0           6.269   -0.3514   0.0      0.0       0.4469   0.0       
  0.5    5.863388   3823.0   -0.069   3.489   2.108   0.0           6.273   -0.3376   0.0      0.0       0.447    0.0       
  0.5    5.869667   3822.0   -0.074   3.494   2.096   0.0           6.276   -0.3307   0.0      0.0       0.4471   0.0       
  0.5    5.882271   3820.0   -0.085   3.503   2.073   0.0           6.28    -0.3169   0.0      0.0       0.4472   0.0       
  0.5    5.89493    3818.0   -0.095   3.513   2.051   0.0           6.285   -0.303    0.0      0.0       0.4474   0.0       
