# Mass   time       Teff     L/Ls     g       R/Rs    Log(Li/Li0)   logTc   logROc    Mrad     Rrad      k2conv   k2rad     
  0.6    5.690793   3988.0   0.171    3.402   2.552   0.0           6.269   -0.5046   0.0      0.0       0.4462   0.0       
  0.6    5.70374    3987.0   0.16     3.412   2.524   0.0           6.274   -0.4906   0.0      0.0       0.4463   0.0       
  0.6    5.710236   3986.0   0.155    3.416   2.51    0.0           6.276   -0.4836   0.0      0.0       0.4464   0.0       
  0.6    5.723266   3985.0   0.145    3.426   2.482   0.0           6.281   -0.4696   0.0      0.0       0.4465   0.0       
  0.6    5.729803   3984.0   0.14     3.431   2.469   0.0           6.283   -0.4626   0.0      0.0       0.4466   0.0       
  0.6    5.742912   3983.0   0.13     3.44    2.442   0.0           6.288   -0.4487   0.0      0.0       0.4467   0.0       
  0.6    5.749487   3982.0   0.125    3.445   2.428   0.0           6.29    -0.4417   0.0      0.0       0.4468   0.0       
  0.6    5.762672   3981.0   0.115    3.455   2.402   0.0           6.295   -0.4277   0.0      0.0       0.4469   0.0       
  0.6    5.769283   3981.0   0.11     3.46    2.388   0.0           6.297   -0.4207   0.0      0.0       0.447    0.0       
  0.6    5.782537   3979.0   0.1      3.469   2.362   0.0           6.302   -0.4067   0.0      0.0       0.4471   0.0       
  0.6    5.789181   3979.0   0.095    3.474   2.349   0.0           6.304   -0.3997   0.0      0.0       0.4472   0.0       
  0.6    5.802502   3977.0   0.084    3.483   2.323   0.0           6.309   -0.3857   0.0      0.0       0.4473   0.0       
  0.6    5.809178   3977.0   0.079    3.488   2.311   0.0           6.311   -0.3786   0.0      0.0       0.4474   0.0       
  0.6    5.822563   3975.0   0.069    3.498   2.285   0.0           6.316   -0.3646   0.0      0.0       0.4475   0.0       
  0.6    5.829268   3975.0   0.064    3.503   2.273   0.0           6.318   -0.3576   0.0      0.0       0.4475   0.0       
  0.6    5.84271    3973.0   0.054    3.512   2.248   0.0           6.322   -0.3435   0.0      0.0       0.4477   0.0       
  0.6    5.849444   3973.0   0.049    3.517   2.236   0.0           6.325   -0.3365   0.0      0.0       0.4477   0.0       
  0.6    5.86294    3972.0   0.039    3.526   2.211   0.0           6.329   -0.3225   0.0      0.0       0.4478   0.0       
  0.6    5.8697     3971.0   0.034    3.531   2.199   0.0           6.332   -0.3155   0.0      0.0       0.4479   0.0       
  0.6    5.883246   3970.0   0.024    3.541   2.175   0.0           6.336   -0.3014   0.0      0.0       0.448    0.0       
  0.6    5.890031   3969.0   0.019    3.546   2.163   0.0           6.339   -0.2944   0.0      0.0       0.4481   0.0       
  0.6    5.903623   3967.0   0.008    3.555   2.139   0.0           6.343   -0.2804   0.0      0.0       0.4482   0.0       
  0.6    5.910427   3967.0   0.003    3.56    2.128   0.0           6.346   -0.2734   0.0      0.0       0.4482   0.0       
  0.6    5.924058   3965.0   -0.007   3.569   2.104   0.0           6.35    -0.2594   0.0      0.0       0.4483   0.0       
  0.6    5.930882   3965.0   -0.012   3.574   2.093   0.0           6.352   -0.2524   0.0      0.0       0.4484   0.0       
  0.6    5.944548   3963.0   -0.022   3.584   2.07    0.0           6.357   -0.2384   0.0      0.0       0.4485   0.0       
  0.6    5.951388   3962.0   -0.027   3.588   2.059   0.0           6.359   -0.2314   0.0      0.0       0.4486   0.0       
  0.6    5.965087   3961.0   -0.037   3.598   2.036   0.0           6.364   -0.2175   0.0      0.0       0.4487   0.0       
  0.6    5.971943   3960.0   -0.043   3.603   2.025   0.0           6.366   -0.2106   0.0      0.0       0.4487   0.0       
  0.6    5.985672   3958.0   -0.053   3.612   2.003   0.0           6.37    -0.1967   0.0      0.0       0.4488   0.0       
  0.6    5.992542   3957.0   -0.058   3.617   1.992   0.0           6.373   -0.1897   0.0      0.0       0.4489   0.0       
  0.6    5.999419   3956.0   -0.063   3.622   1.982   0.0           6.375   -0.1828   0.0      0.0       0.4489   0.0       
  0.6    6.013183   3954.0   -0.073   3.631   1.96    0.0           6.38    -0.1689   0.0      0.0       0.449    0.0       
  0.6    6.020071   3954.0   -0.078   3.636   1.95    0.0           6.382   -0.162    0.0      0.0       0.4491   0.0       
  0.6    6.033862   3952.0   -0.089   3.645   1.928   0.0           6.386   -0.1482   0.0      0.0       0.4492   0.0       
  0.6    6.040761   3951.0   -0.094   3.65    1.918   0.0           6.389   -0.1413   0.0      0.0       0.4493   0.0       
  0.6    6.054579   3949.0   -0.104   3.659   1.897   0.0           6.393   -0.1275   0.0      0.0       0.4494   0.0       
  0.6    6.061494   3948.0   -0.109   3.664   1.887   0.0           6.396   -0.1206   0.0      0.0       0.4494   0.0       
  0.6    6.075346   3946.0   -0.12    3.674   1.867   0.0           6.4     -0.1069   0.0      0.0       0.4495   0.0       
  0.6    6.082275   3945.0   -0.125   3.678   1.857   0.0           6.402   -0.1      0.0      0.0       0.4496   0.0       
  0.6    6.089213   3944.0   -0.13    3.683   1.846   0.0           6.405   -0.0931   0.0      0.0       0.4496   0.0       
  0.6    6.103109   3942.0   -0.14    3.692   1.827   0.0           6.409   -0.0793   0.0      0.0       0.4497   0.0       
  0.6    6.110068   3941.0   -0.145   3.697   1.817   0.0           6.412   -0.0724   0.0      0.0       0.4498   0.0       
  0.6    6.124002   3938.0   -0.156   3.707   1.797   0.0           6.416   -0.0587   0.0      0.0       0.4499   0.0       
  0.6    6.13098    3937.0   -0.161   3.711   1.787   0.0           6.418   -0.0518   0.0      0.0       0.4499   0.0       
  0.6    6.144957   3935.0   -0.171   3.721   1.768   0.0           6.423   -0.038    0.0      0.0       0.45     0.0       
  0.6    6.151961   3934.0   -0.177   3.725   1.759   0.0           6.425   -0.0311   0.0      0.0       0.4501   0.0       
  0.6    6.165983   3932.0   -0.187   3.735   1.74    0.0           6.43    -0.0173   0.0      0.0       0.4502   0.0       
  0.6    6.173011   3930.0   -0.192   3.739   1.731   0.0           6.432   -0.0104   0.0      0.0       0.4502   0.0       
  0.6    6.180043   3929.0   -0.197   3.744   1.721   0.0           6.434   -0.0035   0.0      0.0       0.4503   0.0       
  0.6    6.194137   3927.0   -0.208   3.753   1.703   0.0           6.439   0.0103    0.0      0.0       0.4504   0.0       
  0.6    6.201195   3926.0   -0.213   3.758   1.694   0.0           6.441   0.0172    0.0      0.0       0.4504   0.0       
  0.6    6.215336   3923.0   -0.223   3.767   1.675   0.0           6.446   0.031     0.0      0.0       0.4505   0.0       
  0.6    6.22242    3922.0   -0.229   3.772   1.666   0.0           6.448   0.0379    0.0      0.0       0.4505   0.0       
  0.6    6.229513   3920.0   -0.234   3.777   1.658   0.0           6.45    0.0448    0.0      0.0       0.4506   0.0       
  0.6    6.243722   3918.0   -0.244   3.786   1.64    0.0           6.455   0.0586    0.0      0.0       0.4507   0.0       
  0.6    6.250839   3917.0   -0.25    3.791   1.631   0.0           6.457   0.0655    0.0      0.0       0.4507   0.0       
  0.6    6.265101   3914.0   -0.26    3.8     1.614   0.0           6.462   0.0793    0.0      0.0       0.4508   0.0       
  0.6    6.272241   3913.0   -0.265   3.805   1.605   0.0           6.464   0.0861    0.0      0.0       0.4508   0.0       
  0.6    6.279391   3911.0   -0.271   3.809   1.596   0.0           6.466   0.093     0.0      0.0       0.4509   0.0       
  0.6    6.293716   3909.0   -0.281   3.819   1.579   0.0           6.471   0.1068    0.0      0.0       0.4509   0.0       
  0.6    6.300889   3907.0   -0.287   3.823   1.571   0.0           6.473   0.1137    0.0      0.0       0.451    0.0       
  0.6    6.315259   3904.0   -0.297   3.833   1.554   0.0           6.477   0.1274    0.0      0.0       0.4511   0.0       
  0.6    6.322453   3903.0   -0.303   3.837   1.546   0.0           6.48    0.1343    0.0      0.0       0.4511   0.0       
  0.6    6.329654   3901.0   -0.308   3.842   1.537   0.0           6.482   0.1412    0.0      0.0       0.4511   0.0       
  0.6    6.34408    3898.0   -0.319   3.851   1.521   0.0           6.486   0.1549    0.0      0.0       0.4512   0.0       
  0.6    6.3513     3897.0   -0.324   3.856   1.513   0.0           6.489   0.1618    0.0      0.0       0.4512   0.0       
  0.6    6.365757   3894.0   -0.334   3.865   1.497   -4.0E-4       6.493   0.1755    0.0      0.0       0.4513   0.0       
