# Mass   time       Teff     L/Ls     g       R/Rs    Log(Li/Li0)   logTc   logROc    Mrad     Rrad      k2conv    k2rad     
  1.2    5.693263   4537.0   0.634    3.463   3.362   0.0           6.444   -0.5666   0.0      0.0       0.4483    0.0       
  1.2    5.699859   4537.0   0.629    3.468   3.344   0.0           6.447   -0.5596   0.0      0.0       0.4483    0.0       
  1.2    5.713064   4537.0   0.62     3.478   3.307   0.0           6.451   -0.5456   0.0      0.0       0.4484    0.0       
  1.2    5.719678   4537.0   0.615    3.483   3.289   0.0           6.454   -0.5386   0.0      0.0       0.4485    0.0       
  1.2    5.732927   4538.0   0.606    3.492   3.253   0.0           6.458   -0.5245   0.0      0.0       0.4486    0.0       
  1.2    5.739559   4538.0   0.601    3.497   3.235   0.0           6.461   -0.5175   0.0      0.0       0.4486    0.0       
  1.2    5.75285    4538.0   0.591    3.506   3.2     0.0           6.465   -0.5035   0.0      0.0       0.4487    0.0       
  1.2    5.759504   4538.0   0.587    3.511   3.183   0.0           6.468   -0.4965   0.0      0.0       0.4487    0.0       
  1.2    5.772838   4538.0   0.577    3.521   3.148   0.0           6.472   -0.4824   0.0      0.0       0.4488    0.0       
  1.2    5.779514   4538.0   0.572    3.525   3.131   0.0           6.474   -0.4754   0.0      0.0       0.4488    0.0       
  1.2    5.792892   4537.0   0.563    3.535   3.096   0.0           6.479   -0.4613   0.0      0.0       0.4489    0.0       
  1.2    5.799591   4537.0   0.558    3.54    3.08    0.0           6.481   -0.4543   0.0      0.0       0.449     0.0       
  1.2    5.813016   4537.0   0.548    3.549   3.046   0.0           6.486   -0.4402   0.0      0.0       0.449     0.0       
  1.2    5.819739   4537.0   0.544    3.554   3.029   0.0           6.488   -0.4332   0.0      0.0       0.4491    0.0       
  1.2    5.83321    4537.0   0.534    3.564   2.996   0.0           6.493   -0.4191   0.0      0.0       0.4492    0.0       
  1.2    5.839959   4536.0   0.529    3.568   2.98    0.0           6.495   -0.4121   0.0      0.0       0.4492    0.0       
  1.2    5.853477   4536.0   0.519    3.578   2.947   0.0           6.5     -0.398    0.0      0.0       0.4493    0.0       
  1.2    5.860251   4536.0   0.515    3.583   2.931   0.0           6.502   -0.391    0.0      0.0       0.4493    0.0       
  1.2    5.87382    4535.0   0.505    3.592   2.899   0.0           6.507   -0.3769   0.0      0.0       0.4494    0.0       
  1.2    5.880615   4535.0   0.5      3.597   2.883   0.0           6.509   -0.3698   0.0      0.0       0.4494    0.0       
  1.2    5.894232   4535.0   0.49     3.606   2.852   0.0           6.514   -0.3557   0.0      0.0       0.4495    0.0       
  1.2    5.901052   4534.0   0.485    3.611   2.836   0.0           6.516   -0.3487   0.0      0.0       0.4495    0.0       
  1.2    5.914716   4534.0   0.476    3.621   2.805   0.0           6.521   -0.3346   0.0      0.0       0.4496    0.0       
  1.2    5.92156    4533.0   0.471    3.626   2.79    0.0           6.523   -0.3275   0.0      0.0       0.4496    0.0       
  1.2    5.935268   4533.0   0.461    3.635   2.759   0.0           6.528   -0.3134   0.0      0.0       0.4497    0.0       
  1.2    5.942135   4533.0   0.456    3.64    2.744   0.0           6.53    -0.3064   0.0      0.0       0.4497    0.0       
  1.2    5.949006   4532.0   0.451    3.645   2.729   0.0           6.533   -0.2993   0.0      0.0       0.4498    0.0       
  1.2    5.962773   4532.0   0.441    3.654   2.699   0.0           6.537   -0.2852   0.0      0.0       0.4499    0.0       
  1.2    5.969666   4531.0   0.436    3.659   2.685   0.0           6.54    -0.2782   0.0      0.0       0.4499    0.0       
  1.2    5.983471   4530.0   0.427    3.669   2.655   -4.0E-4       6.544   -0.2641   0.0      0.0       0.45      0.0       
  1.2    5.990384   4530.0   0.422    3.673   2.641   -4.0E-4       6.547   -0.2571   0.0      0.0       0.45      0.0       
  1.2    6.004227   4529.0   0.412    3.683   2.612   -4.0E-4       6.551   -0.243    0.0      0.0       0.4501    0.0       
  1.2    6.01116    4529.0   0.407    3.688   2.597   -4.0E-4       6.554   -0.2359   0.0      0.0       0.4501    0.0       
  1.2    6.025039   4528.0   0.397    3.697   2.569   -4.0E-4       6.558   -0.2219   2.0E-4   0.08154   0.4502    2.267E-4  
  1.2    6.03199    4527.0   0.392    3.702   2.555   -9.0E-4       6.561   -0.2148   0.0013   0.1446    0.4502    0.001164  
  1.2    6.045913   4526.0   0.382    3.712   2.527   -9.0E-4       6.565   -0.2007   0.0034   0.1974    0.4503    0.002615  
  1.2    6.052882   4526.0   0.377    3.716   2.513   -9.0E-4       6.567   -0.1936   0.0052   0.2271    0.4503    0.003749  
  1.2    6.059859   4525.0   0.372    3.721   2.499   -0.0013       6.57    -0.1865   0.008    0.2604    0.4503    0.005336  
  1.2    6.073832   4524.0   0.362    3.731   2.472   -0.0013       6.574   -0.1722   0.0135   0.3076    0.4504    0.008285  
  1.2    6.080828   4524.0   0.357    3.735   2.458   -0.0013       6.576   -0.165    0.0171   0.332     0.4504    0.01013   
  1.2    6.094845   4523.0   0.347    3.745   2.431   -0.0017       6.581   -0.1506   0.0244   0.3706    0.4503    0.01365   
  1.2    6.101867   4522.0   0.342    3.75    2.418   -0.0017       6.583   -0.1433   0.0244   0.3686    0.4504    0.01365   
  1.2    6.11593    4521.0   0.332    3.759   2.392   -0.0022       6.587   -0.1287   0.032    0.4004    0.4503    0.01717   
  1.2    6.122976   4521.0   0.327    3.764   2.379   -0.0026       6.589   -0.1214   0.036    0.4149    0.4503    0.01897   
  1.2    6.130028   4520.0   0.322    3.769   2.365   -0.0026       6.591   -0.114    0.036    0.4126    0.4503    0.01897   
  1.2    6.144163   4519.0   0.312    3.778   2.34    -0.0031       6.596   -0.0992   0.044    0.4376    0.4502    0.02247   
  1.2    6.151244   4518.0   0.307    3.783   2.327   -0.0035       6.598   -0.0918   0.0521   0.4615    0.4501    0.02588   
  1.2    6.165431   4517.0   0.297    3.793   2.301   -0.0039       6.602   -0.0768   0.0609   0.4824    0.4499    0.02956   
  1.2    6.172542   4517.0   0.292    3.798   2.289   -0.0044       6.604   -0.0692   0.0609   0.4797    0.4499    0.02955   
  1.2    6.179661   4516.0   0.287    3.802   2.276   -0.0044       6.606   -0.0616   0.0697   0.5006    0.4497    0.03316   
  1.2    6.193553   4515.0   0.278    3.812   2.252   -0.0052       6.61    -0.0468   0.0786   0.5168    0.4495    0.0367    
